kyc_pan,kyc_aadhar_verified,kyc_gst_returns_last_3y,kyc_gst_turnover,kyc_mcc_code,kyc_company_name,kyc_date_of_incorp,kyc_mca_returns_count,kyc_mca_returns_amount,cibil_credit_health,cibil_credit_mix_ratio,cibil_payment_history_12m,cibil_default_count,cibil_bounce_count,cibil_loans_closed,cibil_consolidated_monthly_emi,cibil_individual_loans_0_emi_amount,cibil_individual_loans_0_tenure_left_months,cibil_individual_loans_1_emi_amount,cibil_individual_loans_1_tenure_left_months,cibil_individual_loans_2_emi_amount,cibil_individual_loans_2_tenure_left_months,cibil_individual_loans_3_emi_amount,cibil_individual_loans_3_tenure_left_months,cibil_credit_age_months,bank_total_outflow,bank_total_inflow,bank_emi_count,bank_aggregated_emi_amount,bank_monthly_salary,bank_income_to_emi_ratio,bank_monthly_inflow_pattern_2025-01,bank_monthly_inflow_pattern_2025-02,bank_monthly_inflow_pattern_2025-03,bank_monthly_inflow_pattern_2025-04,bank_monthly_inflow_pattern_2025-05,bank_monthly_inflow_pattern_2025-06,bank_monthly_inflow_pattern_2025-07,bank_monthly_inflow_pattern_2025-08,bank_monthly_inflow_pattern_2025-09,bank_monthly_inflow_pattern_2025-10,bank_monthly_inflow_pattern_2025-11,bank_monthly_inflow_pattern_2025-12,bank_monthly_inflow_pattern_2024-01,bank_monthly_inflow_pattern_2024-02,bank_monthly_inflow_pattern_2024-03,bank_monthly_inflow_pattern_2024-04,bank_monthly_inflow_pattern_2024-05,bank_monthly_inflow_pattern_2024-06,bank_monthly_inflow_pattern_2024-07,bank_monthly_inflow_pattern_2024-08,bank_monthly_inflow_pattern_2024-09,bank_monthly_inflow_pattern_2024-10,bank_monthly_inflow_pattern_2024-11,bank_monthly_inflow_pattern_2024-12,bank_monthly_inflow_pattern_2023-01,bank_monthly_inflow_pattern_2023-02,bank_monthly_inflow_pattern_2023-03,bank_monthly_inflow_pattern_2023-04,bank_monthly_inflow_pattern_2023-05,bank_monthly_inflow_pattern_2023-06,bank_monthly_inflow_pattern_2023-07,bank_monthly_inflow_pattern_2023-08,bank_monthly_inflow_pattern_2023-09,bank_monthly_inflow_pattern_2023-10,bank_monthly_inflow_pattern_2023-11,bank_monthly_inflow_pattern_2023-12,bank_annual_inflow_outflow_2025,bank_annual_inflow_outflow_2024,bank_annual_inflow_outflow_2023,investments_mutual_fund_value,investments_nps_value,investments_pf_value,investments_equity_value,itr_annual_income,itr_itr_filed,itr_filing_consistency_3y,service_record_employment_years,service_record_job_changes,insurance_insured,insurance_insured_amount,labels_user_behavior_shift,labels_ability_to_default,labels_default_timeframe_months,labels_financially_secure
LVPGD8449X,True,33,0.0,5734,,2021-02-21,0,0.0,672.6,0.42,0.7,0,1,5,17503.91,40109.7,47,,,,,,,138,2029843.54,2467932.54,3,22511.83,69297.16,0.32,75671.49,59781.03,75807.67,74147.66,68374.18,77244.82,73275.55,73194.29,77685.7,58084.22,77558.23,58195.41,58249.41,81215.94,57535.89,59301.97,69180.04,56334.07,78530.23,69703.61,79049.46,60086.02,56793.37,59247.55,71730.01,70898.09,80681.13,65393.04,78434.71,72549.38,66087.94,71234.72,56290.99,62654.94,71923.62,65806.15,1.228,1.202,1.217,265992.17,150019.4,666785.29,866023.77,595724.13,True,0.73,11.5,4,True,2266403.83,Unstable,Medium,12,False
UAKQY4387F,True,36,0.0,5999,,2022-09-03,0,0.0,852.9,0.62,0.99,0,1,1,31203.83,17286.49,41,33384.79,45.0,48048.22,48.0,13560.6,17.0,92,3605660.32,4385423.41,5,19874.0,123500.9,0.16,126774.75,123886.42,110388.94,125476.58,110270.06,102659.36,138936.2,134246.28,112026.11,118861.73,105421.42,126026.62,127599.14,107726.01,124441.61,108935.16,111834.88,136254.08,126185.09,136919.06,110349.98,124085.48,139836.74,111981.79,124805.7,127864.8,118735.18,121320.19,123886.2,113262.81,129271.98,116023.27,137795.15,146618.27,101486.43,123229.96,1.184,1.218,1.247,155666.98,277903.23,716429.0,508378.77,1924578.48,True,0.87,5.5,2,True,5228638.05,Promising,Low,36,True
UUVPC5405S,True,12,0.0,5045,,2020-12-29,0,0.0,555.4,0.79,0.45,0,2,0,30342.53,22838.49,47,,,,,,,13,1264961.27,1567020.48,3,36788.92,43601.05,0.84,36719.77,47282.13,44912.43,42810.17,44174.91,38940.69,37455.24,48750.67,44119.64,47436.13,48262.4,38850.66,41086.5,39697.42,49754.01,42030.24,36384.63,52160.41,44382.88,40673.8,42783.17,41244.07,39104.38,40475.39,35556.62,39150.95,45107.28,38151.4,47111.39,50606.57,42973.81,49846.23,49888.83,43070.91,51263.85,44800.9,1.213,1.229,1.274,14177.52,73439.75,566234.6,855679.14,212914.98,False,0.4,16.1,4,True,1572893.91,Unstable,High,6,False
IAHYS8068D,True,28,0.0,8021,,2024-03-03,0,0.0,465.8,0.78,0.74,0,3,1,13395.13,13356.09,59,25916.19,24.0,36528.62,24.0,,,37,827738.09,1002859.8,3,27280.52,27369.27,1.0,30504.46,31116.81,29828.4,22194.07,24960.21,32398.06,32323.19,27689.21,30080.46,29686.69,30672.17,23124.9,23346.9,30694.78,22016.1,30310.22,28631.9,24138.17,31723.76,30047.25,29209.24,29110.62,25311.99,24308.35,30248.41,32574.94,24241.33,26623.35,23236.49,31398.44,28038.71,32674.83,31593.55,23373.29,22849.78,22578.77,1.189,1.24,1.208,288105.6,121189.28,312239.31,1571210.36,439863.39,True,0.68,12.8,7,True,5613706.7,Unstable,High,1,False
QCSGH2402G,True,22,0.0,5912,,2018-08-26,0,0.0,739.7,0.65,0.83,1,2,5,20625.24,48469.05,30,48816.49,39.0,,,,,30,1206626.38,1452690.81,4,18860.94,41100.55,0.46,39056.36,47877.09,35075.17,36365.02,34431.82,37483.14,37249.43,47018.07,37796.94,36383.81,48117.48,35968.45,42732.95,39269.36,35988.39,42206.22,48870.48,45358.42,41879.41,42385.16,36936.92,37682.33,35976.91,38599.98,45560.85,43900.96,38426.59,45178.91,38031.59,43293.89,41182.58,41537.81,34772.26,42007.06,35634.32,42454.7,1.26,1.172,1.185,296724.83,234956.73,583511.86,2047243.13,528349.93,True,0.75,19.7,4,True,1942984.09,Promising,Medium,12,False
ULVHK0226O,True,29,40269638.63,8021,"Mistry, Subramanian and Subramaniam",2024-05-01,1,591068.72,640.1,0.67,0.52,0,3,3,188114.56,15889.43,27,13106.61,25.0,7198.87,26.0,,,69,3052159.48,3702084.07,4,38371.65,100332.32,0.38,96671.1,86195.81,93430.72,94143.93,98771.64,80564.58,103749.8,102095.91,116157.83,107154.2,89582.43,92291.43,102711.65,112510.27,80890.56,110962.08,102918.49,118343.08,117511.49,93676.13,118993.88,116679.39,102565.39,99053.39,107619.34,96659.42,118312.44,88605.25,116889.07,109733.66,96422.29,107843.08,106202.5,86944.96,114718.56,114508.37,1.201,1.203,1.235,2012100.02,911054.22,3969863.48,1589612.36,3255022.97,True,0.99,18.2,0,False,0.0,Unstable,Medium,12,False
MQMCU4035H,False,30,0.0,8021,,2019-05-24,0,0.0,401.4,0.77,0.63,0,1,4,26428.27,24951.28,47,,,,,,,174,837462.07,1001690.29,3,21318.15,27757.79,0.77,28772.27,28994.29,25490.63,32364.47,28067.51,30317.26,28765.55,24704.59,31557.26,25909.91,30007.58,23452.98,28377.58,32234.41,27874.84,32658.62,26867.34,28934.95,22677.84,26710.26,31722.88,25942.39,24060.85,26583.2,22482.84,32574.81,32263.93,27412.21,23181.32,27404.43,22779.11,27372.98,29115.69,26525.9,31720.42,25807.2,1.205,1.197,1.187,25802.88,39569.53,428367.99,154921.71,239648.69,False,0.45,18.7,3,False,0.0,Unstable,High,2,False
JSVAG2814K,True,23,0.0,8021,,2016-10-03,0,0.0,494.5,0.37,0.42,0,2,0,19141.16,45130.53,25,36907.56,26.0,48286.04,45.0,,,115,1470647.17,1732176.9,2,39362.94,47919.63,0.82,52449.85,43514.26,46110.07,56345.21,45943.21,44281.77,53069.2,53527.33,46865.0,56225.52,47518.95,49068.75,50844.93,49356.69,45314.75,43053.61,46434.46,50991.24,49949.84,39373.08,56382.29,57256.77,40567.19,54789.95,48134.17,43236.53,46841.64,46052.4,40962.53,54882.5,39210.6,51816.29,53581.38,40675.71,48897.41,38651.81,1.169,1.198,1.166,361189.78,197115.88,109778.0,1389719.92,417732.32,True,0.6,23.1,4,True,3970485.8,Unstable,High,5,False
VAXSK1988W,True,4,0.0,5411,,2016-05-07,0,0.0,757.6,0.48,1.0,3,1,4,25370.11,44875.91,11,,,,,,,102,1985013.75,2439822.9,4,36522.37,65709.88,0.56,62172.34,75102.51,74195.31,71926.03,74655.85,66364.21,62059.17,78378.1,64604.96,77559.4,57031.59,55897.13,69717.15,61023.86,71830.46,60789.98,70182.44,59008.52,72899.91,57348.97,65371.94,53971.44,74464.78,58979.0,74906.0,56669.64,63150.44,76276.41,67280.64,68667.56,77966.3,61755.94,77076.72,70532.91,72877.16,77128.16,1.218,1.263,1.209,271950.67,11390.78,341378.61,1118987.72,531797.13,True,0.73,17.7,5,False,0.0,Reactive,High,5,False
SQWEZ8204R,True,27,91461014.4,5734,"Chaudhuri, Bedi and Varkey",2017-11-19,8,461801.64,741.2,0.64,0.41,0,3,6,119122.41,15656.25,16,38100.22,52.0,,,,,8,1439873.93,1720701.06,5,13409.13,47697.91,0.28,53174.7,40628.82,56260.77,40015.75,52715.69,53400.16,55865.05,55665.72,49272.36,47168.45,39748.98,49429.21,56688.59,47184.36,42743.67,39278.35,46538.19,43922.11,46020.97,53923.51,38697.55,44390.39,56751.85,43536.94,50460.1,40228.16,53811.43,54461.3,45539.53,49214.76,41685.49,45981.13,48467.75,50724.95,44713.38,42390.93,1.187,1.171,1.229,3398843.24,1525591.46,6123434.96,156272.68,2137004.35,True,0.73,21.7,2,True,5578298.79,Promising,Medium,12,False
JRHPC4821Y,True,0,0.0,7011,,2020-07-09,0,0.0,671.4,0.56,0.75,0,3,0,18273.86,26957.39,34,,,,,,,92,1864546.49,2254008.37,5,24746.07,62271.29,0.4,52770.41,67241.03,53394.44,51371.64,59069.18,73558.9,61668.9,67722.79,62740.99,70040.05,60868.89,51241.73,72653.89,74305.6,60299.65,70299.28,66773.18,52424.68,51656.03,64120.8,69692.64,64141.56,62990.55,58629.01,52833.25,52695.02,71165.94,62216.08,70341.34,67197.42,56983.68,73228.87,72703.51,63501.55,61618.84,49847.03,1.173,1.199,1.257,191272.88,28198.73,1078972.66,862132.68,787375.91,True,0.81,3.8,2,True,1727687.16,Unstable,Medium,12,False
YIBBU3700A,True,10,0.0,5734,,2020-10-06,0,0.0,703.4,0.53,0.61,0,2,6,18016.12,19870.83,27,14013.21,43.0,21939.51,47.0,,,20,846606.17,1021063.13,1,12014.07,28517.66,0.42,33642.94,30311.16,32580.56,27390.69,31154.1,23304.49,32558.6,24535.44,26397.06,33957.47,23249.11,30264.29,23693.39,24387.28,33330.61,23227.77,33276.79,24608.54,28465.26,25966.28,30783.42,32399.5,31243.64,28711.04,25027.3,28618.46,33869.12,25966.5,23110.05,28080.29,23315.92,31481.19,27540.72,23851.58,31095.47,29667.11,1.224,1.226,1.168,480777.32,163695.69,168118.35,654966.79,428204.29,True,0.99,23.9,4,False,0.0,Promising,Medium,12,False
BCOVM1524Q,True,25,36613014.67,5734,Mani-Shanker,2020-09-03,5,555866.81,814.3,0.39,0.99,2,9,3,61752.6,29164.91,59,16805.33,26.0,31664.43,57.0,43524.46,24.0,74,1426154.39,1761178.08,6,12796.35,49110.81,0.26,48640.45,41607.45,50567.6,55443.54,58194.8,47465.84,40128.61,57455.34,44457.08,41206.55,46427.35,51949.95,54548.93,43314.54,56017.41,43965.02,48949.0,41169.83,50441.72,50866.49,56144.51,43128.57,40903.25,51117.81,42179.22,57804.17,55098.53,52527.2,41193.23,45720.92,51030.08,49768.65,58145.52,53806.09,48634.44,41158.4,1.236,1.234,1.235,3948166.59,1624586.28,9687425.69,10630490.44,2730036.1,True,0.89,24.7,1,True,3708175.29,Reactive,Medium,12,False
WWRPF3676H,True,33,0.0,7011,,2021-06-28,0,0.0,507.1,0.59,0.82,4,3,1,16583.05,39896.75,44,41858.73,59.0,25714.47,26.0,,,76,1445564.84,1703536.95,1,57309.82,46434.94,1.23,41192.11,53607.64,50268.35,41335.99,54118.24,54417.21,53981.11,46551.88,46223.08,41006.65,47634.55,41280.2,46901.84,41025.07,55162.71,45641.67,54022.6,50846.79,53785.55,47564.96,54633.85,48702.92,48549.57,43639.64,45461.45,50751.23,54097.87,42208.92,39819.65,46497.38,39766.41,45417.19,44197.91,44867.91,37259.14,51097.68,1.183,1.168,1.186,100323.99,65311.93,294246.1,119727.57,451353.57,False,0.45,3.8,8,False,0.0,Reactive,High,5,False
ZDSGJ7771N,False,8,0.0,7011,,2020-11-07,0,0.0,677.5,0.71,0.57,0,1,3,29154.52,22868.68,24,39825.99,25.0,,,,,109,1471021.3,1770189.67,2,21553.34,48228.13,0.45,49817.46,41308.72,52730.13,42055.14,41099.58,52949.34,57121.06,40448.78,48697.07,55642.08,46503.53,46219.09,53077.14,52161.48,43401.58,50875.15,51793.95,52580.59,53189.33,51383.4,45394.66,54107.06,57099.88,51593.76,44342.42,51997.67,52920.21,41035.61,49448.1,55063.68,44832.09,43070.14,48147.87,51662.75,45895.91,50523.25,1.219,1.163,1.233,107036.39,31835.52,592319.81,1482881.91,444476.07,True,0.83,5.6,4,True,4690094.26,Unstable,Medium,12,False
AVFVV6260J,True,20,0.0,8011,,2020-01-28,0,0.0,728.1,0.5,0.6,0,1,3,36236.86,26218.66,9,46522.24,20.0,,,,,126,2010354.4,2428851.84,5,38215.56,66294.84,0.58,56589.93,76213.02,59236.18,73097.87,69041.26,69299.29,76508.2,78132.13,64970.41,72771.42,53703.61,74661.99,59612.96,77944.74,75824.68,67741.0,57164.55,56361.8,73277.07,70015.27,71934.19,74509.29,70421.96,55717.25,59836.75,71069.78,65261.64,71020.35,58501.13,55468.89,66791.13,76685.58,77382.56,65575.2,58954.59,67554.19,1.213,1.232,1.18,94173.64,44006.76,350295.62,569680.2,368182.03,True,0.95,2.4,4,False,0.0,Promising,Medium,12,False
QFOLG3844H,True,1,0.0,5812,,2016-06-02,0,0.0,656.9,0.78,0.73,3,3,1,14517.34,3812.26,32,,,,,,,66,2187904.07,2673944.24,3,39543.41,72941.97,0.54,85982.65,73873.88,69077.21,69296.51,75204.48,82055.0,71663.74,86205.23,61885.41,66996.75,67711.02,66707.0,86280.89,64424.07,81357.28,69916.96,64614.89,66247.13,78788.25,69868.64,62503.08,83825.14,73253.06,82405.94,83740.93,80935.23,62530.37,59710.91,84757.91,78479.86,85163.93,69002.12,79006.8,76194.62,74822.19,79455.18,1.211,1.215,1.24,221354.1,136004.28,461570.74,529332.34,385156.88,True,0.73,8.0,4,False,0.0,Reactive,High,2,False
MMAML2548U,True,14,0.0,5812,,2023-04-23,0,0.0,816.3,0.51,0.97,0,1,5,81916.84,6743.2,10,15633.77,57.0,48523.85,46.0,,,57,2471338.24,2965319.71,6,24585.52,81839.32,0.3,78008.28,89945.63,79356.46,85613.21,72907.84,80579.52,69335.18,96872.88,69456.51,67515.52,95095.77,93521.45,73118.11,84615.47,98148.88,92354.69,86521.2,69858.7,73136.0,87621.37,70701.42,90770.08,86202.42,90418.95,81482.53,84781.02,89311.07,67130.2,78341.35,74164.58,94144.41,86966.04,90084.18,86464.49,67955.67,82818.66,1.214,1.177,1.211,102788.3,301540.29,2534484.34,5299494.34,2288822.16,True,0.76,23.3,0,True,115559.08,Promising,Low,36,True
CNQPS5164W,True,28,65557479.85,5812,"Varma, Roy and Chaudhry",2018-04-03,12,445795.4,746.2,0.44,0.45,4,9,6,76748.17,45961.16,23,,,,,,,176,5667997.85,6817247.35,2,68008.5,187428.0,0.36,197963.59,208627.57,166937.53,187810.84,224267.48,194450.25,179204.5,172166.25,178128.88,151540.5,190147.39,196380.18,205872.0,217346.63,208465.05,194291.99,170272.98,153801.77,193553.46,199528.18,188774.64,167852.39,186893.18,163833.94,189669.86,186225.79,218510.92,210478.05,190150.86,159090.95,176884.91,151632.1,215770.03,219208.97,195987.9,205525.83,1.231,1.166,1.213,2447878.68,282334.4,5556288.6,11278803.3,5672040.22,True,0.89,22.9,1,True,726182.7,Reactive,High,1,False
XGMOF3782L,True,33,0.0,8011,,2023-02-02,0,0.0,644.7,0.5,0.55,2,3,1,17809.14,21142.25,14,9924.62,12.0,9956.0,48.0,,,176,774257.89,932638.78,5,18158.48,27221.78,0.67,30153.7,25701.34,31606.02,23702.6,23475.57,28928.47,24903.61,26308.9,24508.05,30812.59,28860.26,30798.63,22938.33,27236.82,24934.7,24567.59,23537.57,32090.44,22646.79,25234.9,23782.55,27778.3,22267.38,28447.57,22898.72,28481.42,24276.21,26200.73,23304.06,26706.54,25000.56,22994.98,23338.25,25602.37,21904.04,26708.19,1.184,1.2,1.234,208134.87,13755.61,547946.95,13680.05,319389.12,False,0.52,1.6,5,False,0.0,Reactive,Medium,12,False
OJMFB2542G,True,24,48557719.58,5812,"Dora, Walla and Sachar",2023-02-24,10,272517.48,722.7,0.75,0.77,3,8,4,131874.6,24603.59,38,22907.72,58.0,39095.47,24.0,,,94,11199619.98,13412403.35,1,194857.35,380034.69,0.51,356539.67,435859.04,412450.8,449579.7,339951.48,321462.75,397259.19,389836.46,370592.11,427981.99,356394.93,374029.32,420460.48,353498.02,394564.36,395406.62,387491.68,331918.49,334855.49,315790.73,400234.03,312416.55,395317.77,373279.59,306480.89,430252.37,395456.78,361816.64,358451.65,384224.15,395867.78,324740.78,349233.18,361326.86,321855.76,375525.27,1.21,1.198,1.184,2315811.98,1006117.41,1264692.49,7424342.29,4744095.19,True,0.86,21.6,1,True,3923764.13,Reactive,High,6,False
MUHKZ7311C,True,27,14456850.7,8021,Mallick-Jhaveri,2023-02-03,11,849550.12,624.5,0.62,0.47,0,1,3,67012.03,42236.15,17,39713.82,29.0,,,,,10,7513380.97,9187540.07,1,175237.95,269292.18,0.65,215549.96,293760.3,297205.42,229590.8,234341.39,303741.87,272278.84,244848.0,264312.7,228837.2,319882.23,277147.11,274414.09,321748.28,293335.75,249322.01,238520.37,232524.5,276569.24,217285.56,224395.76,261576.79,298242.2,217768.97,270190.16,274450.42,236640.81,242430.03,256380.16,226862.23,222982.62,241000.49,227144.92,219212.21,249935.55,233111.16,1.273,1.215,1.181,794552.9,9865.19,234330.42,6228332.52,2652226.87,True,0.76,17.1,1,False,0.0,Unstable,Medium,12,False
AAOCD7204E,True,11,0.0,8021,,2019-01-04,0,0.0,497.2,0.71,0.63,0,3,6,46801.18,6895.32,49,49857.03,19.0,6266.57,12.0,,,101,758837.4,917755.0,6,21179.05,25131.78,0.84,26996.45,28526.34,22046.74,21152.56,23445.19,28721.73,20272.93,24610.67,22733.6,25006.34,28842.87,20480.75,28158.15,26154.14,23525.14,20678.8,23887.79,26117.1,22265.38,25433.09,29077.19,29239.82,27154.5,29783.48,28271.83,23133.04,25651.16,23043.26,21472.83,30038.67,29942.79,23394.55,28991.41,26492.17,29610.08,23402.47,1.216,1.181,1.233,28183.72,119416.92,400735.1,8673.14,465851.86,False,0.57,8.6,5,True,7530229.68,Unstable,High,6,False
AVYTB6762E,True,33,91810462.57,5411,"Kalla, Keer and Garde",2017-03-21,11,543453.06,733.6,0.41,0.65,0,0,1,39586.29,5077.5,17,,,,,,,168,6002770.87,7315157.91,1,77627.94,204130.14,0.38,169119.94,226977.84,203063.41,174641.6,176736.61,230481.15,166597.52,231958.36,224616.6,187483.59,216432.46,214413.11,187161.3,196223.18,202813.84,225998.97,171865.18,219272.92,209461.27,176968.97,236628.34,184606.18,209150.9,207887.95,204318.09,205987.06,222775.07,189103.69,220779.68,192889.3,187721.35,237406.22,177319.92,179439.33,203794.94,243062.07,1.253,1.203,1.201,681992.4,1312096.09,3032632.73,11409851.76,4201122.44,True,0.86,1.1,2,True,6805279.75,Stable,Medium,12,False
NAKRV2953O,True,13,0.0,5912,,2019-06-11,0,0.0,691.5,0.78,0.67,0,0,6,9460.26,42027.45,23,44752.27,59.0,42657.18,37.0,,,165,1810990.59,2233173.63,4,31704.4,62423.96,0.51,58421.42,74717.48,73885.91,66547.62,51444.5,67916.44,66892.17,64545.92,59238.36,52819.48,65070.54,54603.15,50987.1,67557.25,50521.62,72200.01,64928.46,62109.73,66291.45,54381.44,57067.79,57172.41,62048.05,55920.51,50419.64,61011.52,68679.61,63928.08,72723.06,58292.5,64437.89,67513.3,71767.35,53085.69,69280.94,54745.24,1.22,1.223,1.257,373861.42,79359.32,515173.52,763243.64,306618.63,True,0.88,20.1,2,True,4124749.21,Stable,Medium,12,False
RZIDX1847L,True,28,0.0,7011,,2016-09-23,0,0.0,492.2,0.33,0.72,6,10,6,16558.62,17869.29,59,40723.91,38.0,,,,,168,1032438.98,1224453.61,4,16186.14,33436.94,0.48,33924.53,27501.88,37735.67,38178.14,36027.4,28699.34,32959.31,39880.32,27615.6,38461.67,36759.13,38000.73,29546.86,35165.59,33596.53,38550.02,36799.41,37266.12,36045.5,29357.04,36059.97,31432.81,36885.68,31402.1,36491.46,31726.56,29384.05,39325.6,34802.99,33182.36,28577.41,27536.94,33907.72,29032.35,33792.67,38842.17,1.126,1.186,1.257,348821.31,19603.18,273748.67,287288.99,447621.0,False,0.42,17.4,4,True,1666992.61,Reactive,High,5,False
LKWXV2666U,True,30,0.0,5812,,2024-07-15,0,0.0,840.9,0.32,0.99,0,3,3,23888.09,31397.16,52,3111.0,35.0,,,,,30,2420995.51,2966506.07,3,24406.38,86386.62,0.28,69856.2,81647.02,69191.38,79257.47,69141.67,77412.34,80428.45,97930.28,71506.07,71258.96,80844.28,90618.55,78790.41,71109.49,92745.04,77367.57,83848.47,73966.25,103256.03,91648.72,99554.41,72743.43,74221.75,83392.82,91074.53,80148.39,75948.51,79800.24,74612.53,94458.31,99824.81,70044.41,99450.75,88700.39,92974.19,77731.95,1.241,1.169,1.271,195283.03,86430.64,261657.77,1339243.22,978164.97,True,0.8,9.4,2,True,2472257.6,Promising,Low,36,True
XTMYU8680X,True,10,0.0,5999,,2023-07-10,0,0.0,586.4,0.41,0.78,0,1,0,21919.16,30934.28,24,29001.18,60.0,32087.47,8.0,43938.89,28.0,90,1051688.21,1289899.48,6,29462.83,35995.7,0.82,39694.09,34248.42,29927.16,31005.24,30753.78,38526.87,29752.6,38551.32,36387.87,33084.22,37103.26,29480.0,42523.27,41330.39,38058.49,32368.6,30065.1,37287.21,30115.38,31628.69,32165.47,33492.2,39450.84,34232.02,38962.02,36136.5,43123.46,41467.12,31026.51,35884.4,38616.31,36457.84,39888.51,37120.47,39654.99,40328.85,1.209,1.247,1.223,179971.25,104064.36,488257.8,1626202.09,276019.85,True,0.62,8.1,3,True,1409651.86,Unstable,High,2,False
KAAIR0574I,True,7,0.0,5045,,2020-04-17,0,0.0,762.2,0.75,0.98,0,1,5,31037.72,23980.54,25,4927.34,21.0,,,,,136,1816634.25,2213802.83,3,20740.88,60622.83,0.34,68230.21,70042.68,62505.26,71470.82,67079.27,61179.52,49940.05,52401.39,55236.74,66922.5,68188.04,50313.56,56552.69,63461.71,68058.55,50841.72,60528.35,51155.91,65288.42,69882.22,60593.11,63691.4,58037.66,64909.84,66643.29,58718.58,56333.58,63092.98,71876.72,71780.22,58014.04,57106.3,51060.07,59914.21,65048.43,57702.78,1.246,1.224,1.187,171562.11,119728.97,935613.12,2778610.51,1436053.47,True,0.71,17.0,0,True,5227929.58,Promising,Low,36,True
CTAQT6938L,True,24,0.0,5734,,2023-12-21,0,0.0,737.4,0.6,0.81,0,1,0,17913.4,33208.03,38,46815.31,54.0,11217.9,26.0,,,64,1491491.92,1820241.11,2,22177.45,50948.45,0.44,43967.5,46712.6,59725.5,40819.27,44155.08,47483.98,45794.78,41422.43,59792.24,52326.28,50857.36,53838.4,56269.08,42410.67,57766.89,47823.86,50299.55,41597.95,46494.75,53105.82,46459.16,43952.41,57859.95,58697.39,45305.58,49561.36,57877.15,41324.22,60743.4,57279.85,55489.49,51232.8,60920.5,50906.69,51294.2,48672.94,1.241,1.254,1.173,49947.87,120585.22,505329.05,1168080.94,453111.34,True,0.75,7.7,3,True,8756668.58,Promising,Medium,12,False
QRNFJ0319B,True,34,78987196.09,5812,"Gour, Chokshi and Murty",2017-10-25,7,968804.72,748.3,0.69,0.72,0,2,0,100170.13,3187.94,29,44465.01,60.0,43798.86,59.0,,,129,7151299.57,8470462.76,4,47563.43,227456.8,0.21,250715.22,198073.4,192026.44,237752.15,236063.26,237925.29,259912.52,196506.35,268852.33,250771.05,198112.99,239316.39,240218.17,231978.23,215837.9,249978.99,251687.53,266560.94,249890.25,186816.23,233180.09,220573.42,218750.8,197072.38,257393.45,253949.1,262476.38,225819.4,261339.21,215231.8,203252.56,265187.6,232176.32,263631.76,272701.14,228731.73,1.234,1.159,1.165,1167691.0,150108.26,364690.23,2374447.89,3629649.64,True,0.8,21.1,2,True,2106123.93,Promising,Medium,12,False
YPTJB3317L,True,7,0.0,5045,,2022-08-20,0,0.0,494.0,0.74,0.65,2,1,4,23464.52,49574.28,12,,,,,,,20,935107.45,1108650.34,2,30816.81,31474.75,0.98,26521.15,26400.9,28615.92,27534.48,33394.98,35542.24,29149.11,32267.79,35893.01,36496.26,25732.33,28322.4,32860.7,35784.68,30489.54,35335.85,26518.85,35237.04,28172.53,27310.34,25792.47,28898.4,28089.57,28858.95,30251.04,29776.76,29490.38,27679.69,31647.32,27818.48,29620.27,37387.79,32299.71,37344.67,33953.13,32161.61,1.247,1.143,1.171,241609.98,134621.47,326746.19,528589.56,419010.69,False,0.33,24.4,8,True,1940747.71,Reactive,High,1,False
YRJCV1616Z,False,29,0.0,5812,,2017-06-19,0,0.0,522.5,0.69,0.68,5,2,2,19461.97,23787.72,51,,,,,,,70,534393.41,651161.54,6,16466.6,17961.79,0.92,17268.83,16107.56,14634.92,20260.98,16553.28,15928.77,17256.71,14913.27,17292.57,19255.29,17295.71,19522.99,20600.37,15894.71,18785.31,14470.21,17074.3,21071.49,18742.98,21022.29,19252.4,21483.21,19436.96,16530.78,21230.33,21327.91,20453.73,15916.89,17136.59,21404.66,18905.54,16673.58,15876.77,16450.76,20004.76,15124.1,1.197,1.209,1.249,203408.24,14527.72,235612.18,433697.4,443438.52,False,0.5,15.4,5,True,696368.79,Reactive,High,5,False
UHZUR7303Q,True,15,0.0,5734,,2020-01-28,0,0.0,467.7,0.58,0.72,0,3,4,23883.68,4438.99,12,14369.34,20.0,10030.71,35.0,,,93,1397462.5,1735485.82,4,50334.25,48828.68,1.03,41522.82,49796.19,46930.25,49346.9,50241.36,54995.61,43111.24,53786.03,43751.71,39770.24,45581.53,57167.33,44604.15,56697.77,51783.31,45958.25,49247.42,49679.08,57513.91,42652.66,49241.45,49926.38,41042.22,41036.06,40979.44,42019.91,52902.11,48313.37,49299.37,56643.04,45601.61,41102.21,47105.19,42769.93,58424.07,54941.67,1.234,1.249,1.243,12195.35,56790.03,454522.86,797675.52,562445.18,True,0.67,10.1,8,False,0.0,Unstable,High,5,False
